latitude,longitude,nkill
33.303566,44.371773,3
33.303566,44.371773,5
33.303566,44.371773,6
33.303566,44.371773,1
33.303566,44.371773,0
33.303566,44.371773,20
33.303566,44.371773,19
36.188889,42.8025,0
15.325443,44.211895,1
30.510054,47.778095,12
30.510054,47.778095,6
32.469238,44.416637,43
36.724419,3.619247,2
15.45639,45.324871,0
12.825647,44.846416,13
22.785,5.52278,11
13.129726,45.385571,1
33.31065,44.038208,1
33.31065,44.038208,1
33.31065,44.038208,1
33.31065,44.038208,0
33.31065,44.038208,0
36.73914,3.901676,4
13.129726,45.385571,2
13.129726,45.385571,3
33.303566,44.371773,43
34.363503,41.115997,5
14.52618,46.844932,5
14.52618,46.844932,9
36.662321,4.079895,2
15.325443,44.211895,3
33.303566,44.371773,8
33.303566,44.371773,8
12.838674,44.868883,1
13.683741,46.081752,3
14.52618,46.844932,1
36.881337,4.66188,2
18.442701,1.411332,1
13.063399,44.880882,1
13.129726,45.385571,1
35.703845,4.572282,1
36.81694,3.85722,1
13.887403,45.863647,13
16.615866,-7.254218,1
15.45639,45.324871,0
36.767847,3.604741,3
13.129726,45.385571,1
13.683741,46.081752,3
13.932036,46.083254,3
32.533287,45.829453,0
36.684583,4.665693,0
14.691211,46.933789,0
14.279772,47.575336,2
18.73694,7.38528,0
13.219398,45.307838,0
13.887403,45.863647,2
14.719504,46.868266,2
14.208576,45.816908,1
14.38252,47.399537,6
15.325443,44.211895,2
14.38252,47.399537,0
14.309823,46.937905,3
35.567009,45.385494,1
36.762758,4.584531,5
13.683741,46.081752,0
14.54397,49.12458,1
12.825647,44.846416,2
13.683741,46.081752,0
13.683741,46.081752,1
13.932036,46.083254,2
13.129726,45.385571,3
14.54397,49.12458,1
36.724419,3.619247,1
52.829397,-1.332046,0
25.185573,55.303363,0
14.719504,46.868266,0
33.303566,44.371773,21
33.303566,44.371773,2
33.303566,44.371773,2
33.303566,44.371773,2
33.303566,44.371773,2
33.303566,44.371773,2
33.303566,44.371773,1
33.303566,44.371773,1
33.303566,44.371773,1
33.303566,44.371773,1
33.303566,44.371773,1
33.303566,44.371773,1
33.303566,44.371773,1
33.303566,44.371773,1
13.219398,45.307838,3
13.702663,44.73357,2
16.249994,45.478097,16
16.249994,45.478097,16
17.060139,43.599369,41
13.887403,45.863647,0
36.354145,43.14357,1
13.129726,45.385571,5
13.129726,45.385571,3
12.648483,-7.99414,0
13.511596,2.125385,2
13.887403,45.863647,10
13.887403,45.863647,4
14.326655,47.447216,1
34.621521,43.668377,61
13.887403,45.863647,1
15.45639,45.324871,1
15.502404,45.449854,1
18.079275,-15.965107,0
15.325443,44.211895,1
24.553989,9.484227,0
17.866496,-14.658782,1
13.88908,45.870951,1
14.762732,49.605728,1
15.964205,48.78252,1
13.129726,45.385571,1
14.54397,49.12458,4
15.502404,45.449854,6
13.219398,45.307838,110
34.621521,43.668377,68
33.303566,44.371773,2
36.74704,4.370063,14
13.129726,45.385571,1
13.129726,45.385571,0
12.825647,44.846416,1
31.633333,-8,17
13.129726,45.385571,3
36.814496,3.861964,1
15.45639,45.324871,4
14.413989,44.837418,6
13.683741,46.081752,0
13.129726,45.385571,1
32.31863,10.395596,0
14.54397,49.12458,3
35.651733,9.055869,4
14.326655,47.447216,0
15.325443,44.211895,7
13.129726,45.385571,10
12.825647,44.846416,0
13.129726,45.385571,15
18.739003,7.389477,2
13.219398,45.307838,0
13.063399,44.880882,3
12.825647,44.846416,1
13.129726,45.385571,0
13.129726,45.385571,0
13.129726,45.385571,19
36.714164,4.050111,2
18.673703,-7.092877,0
13.887403,45.863647,10
13.129726,45.385571,3
13.683741,46.081752,0
36.741667,3.723056,
12.825647,44.846416,1
12.825647,44.846416,6
13.129726,45.385571,12
31.50547,74.34288,1
16.199874,44.408998,14
34.271034,45.163567,1
36.714164,4.050111,2
13.357599,45.69648,0
13.932036,46.083254,5
13.129726,45.385571,10
13.683741,46.081752,14
13.357599,45.69648,0
34.125729,45.003342,1
13.129726,45.385571,8
13.683741,46.081752,36
13.129726,45.385571,18
13.129726,45.385571,10
14.719504,46.868266,
13.129726,45.385571,2
13.129726,45.385571,6
12.825647,44.846416,1
32.468191,44.550194,5
13.129726,45.385571,1
12.870799,45.046499,0
13.219398,45.307838,1
32.604393,44.007145,3
32.604393,44.007145,3
32.604393,44.007145,3
13.129726,45.385571,4
12.825647,44.846416,1
33.716995,44.679516,1
33.864799,42.536385,0
13.063399,44.880882,1
36.714164,4.050111,0
12.825647,44.846416,0
12.825647,44.846416,1
14.54397,49.12458,2
33.953167,44.921906,1
13.219398,45.307838,0
12.825647,44.846416,1
14.54397,49.12458,1
33.813793,44.657238,0
13.932036,46.083254,2
15.286179,-1.702154,1
16.77532,-3.008265,1
34.208416,43.890713,5
12.870799,45.046499,2
14.769764,49.374268,1
13.129726,45.385571,5
14.719504,46.868266,1
13.129726,45.385571,10
15.413965,45.95049,0
13.178143,44.632399,1
33.303566,44.371773,2
33.303566,44.371773,3
33.303566,44.371773,5
33.303566,44.371773,7
33.303566,44.371773,18
33.303566,44.371773,1
33.303566,44.371773,1
33.303566,44.371773,0
33.303566,44.371773,3
33.303566,44.371773,4
33.303566,44.371773,2
33.848618,44.522125,5
33.303566,44.371773,0
33.303566,44.371773,1
33.515244,36.292084,23
33.515244,36.292084,23
33.571807,44.536067,5
36.835434,3.688386,0
12.849085,45.037275,1
13.3576,45.696479,2
34.840833,6.041389,0
12.849085,45.037275,0
12.849085,45.037275,3
14.550455,44.397706,1
33.303567,44.371771,1
11.974328,8.500261,1
16.930414,49.365315,1
13.129727,45.385572,5
14.931029,45.503647,3
13.063399,44.880882,2
13.985013,45.558478,1
12.783454,45.033404,0
13.985013,45.558478,5
15.515888,45.449806,1
13.129727,45.385572,0
33.303567,44.371771,16
33.743239,44.623824,4
33.271403,44.493661,1
33.303567,44.371771,6
33.271403,44.493661,2
33.303567,44.371771,6
34.010473,44.148235,7
34.950795,43.494542,3
33.835628,44.247406,1
34.881348,44.62513,0
34.533753,43.483738,2
33.743239,44.623824,3
34.271035,45.163568,3
32.777344,44.289352,1
35.452112,44.375464,0
35.452112,44.375464,0
36.354146,43.143571,1
36.354146,43.143571,1
33.271403,44.493661,1
33.303567,44.371771,2
33.540671,44.251268,0
33.303567,44.371771,2
32.469239,44.416638,1
32.54855,44.545441,1
33.303567,44.371771,2
33.100528,44.584493,0
36.354146,43.143571,0
36.354146,43.143571,0
33.693946,45.067425,0
35.244444,43.893056,0
35.244444,43.893056,0
33.743239,44.623824,1
33.743239,44.623824,2
33.303567,44.371771,2
14.54397,49.124579,31
13.634341,46.056321,0
13.3576,45.696479,0
12.849085,45.037275,0
13.985013,45.558478,3
14.54397,49.124579,1
14.54397,49.124579,0
13.129727,45.385572,210
13.129727,45.385572,22
13.129727,45.385572,5
15.914915,48.650744,1
15.325444,44.211895,0
34.160588,42.37254,2
34.160588,42.37254,14
34.160588,42.37254,2
34.160588,42.37254,14
13.985013,45.558478,1
12.849057,44.972015,0
14.536389,46.833056,1
36.373718,42.451778,7
36.373718,42.451778,8
12.849085,45.037275,0
13.928919,46.079398,3
12.825748,44.79438,0
13.928919,46.079398,2
13.985013,45.558478,7
12.849085,45.037275,0
14.781294,42.972851,0
12.849085,45.037275,1
12.849085,45.037275,1
12.849085,45.037275,0
12.849085,45.037275,0
13.586484,44.024105,1
33.743239,44.623824,1
33.303567,44.371771,3
32.604392,44.007145,7
35.452112,44.375464,7
35.452112,44.375464,6
32.469239,44.416638,3
33.303567,44.371771,3
33.420949,43.295662,2
34.208416,43.890713,0
34.950795,43.494542,0
35.137008,44.446641,6
34.057113,44.218291,0
33.303567,44.371771,6
33.349159,43.784197,1
34.621521,43.668375,0
32.469239,44.416638,1
32.604392,44.007145,6
33.057992,44.354838,3
14.54397,49.124579,1
16.930414,49.365315,3
13.063399,44.880882,1
12.849085,45.037275,0
14.75463,46.516262,0
12.849085,45.037275,0
12.825748,44.79438,2
12.849085,45.037275,29
13.148959,44.85055,0
13.702664,44.733569,1
13.702664,44.733569,3
15.914915,48.650744,7
12.849085,45.037275,0
13.990227,48.18108,0
12.86714,44.983957,2
13.985013,45.558478,1
13.56966,44.014629,1
13.883333,45.866667,57
14.288558,46.856585,0
15.515888,45.449806,8
14.413989,44.837419,1
13.92892,46.079399,3
16.930414,49.365315,8
12.8,45.033333,12
15.219678,48.983316,
15.840202,48.454379,3
13.883333,45.866667,5
13.887403,45.863649,8
13.943889,45.673611,6
12.8,45.033333,1
33.303567,44.371771,2
34.208416,43.890713,2
34.208416,43.890713,2
33.66969,44.381316,2
33.743239,44.623824,2
35.452112,44.375464,4
35.672931,44.070145,5
35.452112,44.375464,2
33.776311,44.555671,1
34.078571,44.959292,1
33.303567,44.371771,3
33.303567,44.371771,2
33.303567,44.371771,1
33.743239,44.623824,3
33.743239,44.623824,1
35.452112,44.375464,0
35.452112,44.375464,2
33.540671,44.251268,6
33.540671,44.251268,1
33.420949,43.295662,2
33.420949,43.295662,1
34.208416,43.890713,3
34.283333,43.766667,1
33.835628,44.247406,0
35.672931,44.070145,6
35.672931,44.070145,1
35.672931,44.070145,1
35.672931,44.070145,1
35.672931,44.070145,1
35.672931,44.070145,1
34.069456,44.862264,0
33.593056,44.501111,0
34.950795,43.494542,0
36.354146,43.143571,0
33.349159,43.784197,1
33.349159,43.784197,0
36.354146,43.143571,0
33.303567,44.371771,2
33.303567,44.371771,2
33.303567,44.371771,2
32.777344,44.289352,0
34.347345,45.383273,0
33.743239,44.623824,0
14.806614,43.019494,0
13.129727,45.385572,8
13.887403,45.863649,2
14.54397,49.124579,6
15.19,46.7338,0
14.413989,44.837419,1
13.148959,44.85055,1
13.887403,45.863649,15
15.941039,48.780092,2
33.544589,42.933248,1
13.887403,45.863649,4
36.524836,3.754936,1
13.129727,45.385572,0
36.33563,4.262131,0
13.129727,45.385572,20
36.3308,4.3011,0
36.3308,4.3011,0
36.3308,4.3011,0
13.92891,46.079328,1
13.129727,45.385572,6
13.887403,45.863649,2
15.325444,44.211895,0
15.325444,44.211895,0
14.279772,47.575337,0
15.516118,45.459809,0
12.86714,44.983957,0
14.474748,49.034291,0
14.781294,42.972851,0
15.325444,44.211895,97
14.413989,44.837419,0
16.165407,44.776897,15
16.917493,43.762411,0
13.129727,45.385572,6
13.219397,45.307839,25
14.413989,44.837419,1
13.129727,45.385572,5
33.303567,44.371771,26
13.657844,45.8434,6
13.657844,45.8434,1
13.3576,45.696479,4
12.849085,45.037275,2
13.129727,45.385572,4
13.374256,44.754753,3
13.293056,45.295,0
13.219397,45.307839,11
15.325444,44.211895,1
13.129727,45.385572,9
32.469239,44.416638,20
33.303567,44.371771,9
33.303567,44.371771,7
33.303567,44.371771,7
33.303567,44.371771,1
33.303567,44.371771,3
32.901412,45.077723,0
33.349159,43.784197,1
33.349159,43.784197,1
33.31065,44.038206,1
33.31065,44.038206,1
33.31065,44.038206,1
33.31065,44.038206,0
33.100528,44.584493,3
33.37576,44.702866,2
34.010473,44.148235,2
34.010473,44.148235,2
32.604392,44.007145,2
32.604392,44.007145,1
33.749892,44.633421,3
33.743239,44.623824,0
35.452112,44.375464,
35.452112,44.375464,1
35.452112,44.375464,0
36.229574,42.236244,5
36.229574,42.236244,0
36.229574,42.236244,0
33.633895,42.83208,0
14.326655,47.447214,15
33.303567,44.371771,18
33.303567,44.371771,14
14.54397,49.124579,1
33.743239,44.623824,16
12.849085,45.037275,4
15.325444,44.211895,0
33.420949,43.295662,3
33.743239,44.623824,6
33.571807,44.536067,4
13.887403,45.863649,1
33.743239,44.623824,1
15.325444,44.211895,1
31.989581,44.923774,25
15.325444,44.211895,0
15.325444,44.211895,11
15.325444,44.211895,1
13.586484,44.024105,4
13.702664,44.733569,0
14.536389,46.833056,1
12.849085,45.037275,1
14.413989,44.837419,1
14.54397,49.124579,0
34.129853,44.362278,15
33.540671,44.251268,11
33.540671,44.251268,12
33.540671,44.251268,10
33.540671,44.251268,10
33.303567,44.371771,3
33.303567,44.371771,12
34.881348,44.62513,1
34.881348,44.62513,0
34.881348,44.62513,0
33.835628,44.247406,1
34.010473,44.148235,0
34.010473,44.148235,0
33.571807,44.536067,5
33.784249,44.509721,3
33.953165,44.921904,2
33.953165,44.921904,1
33.953165,44.921904,1
33.953165,44.921904,1
36.354146,43.143571,3
35.713266,41.760647,1
35.816667,43.266667,3
36.354146,43.143571,0
35.452112,44.375464,1
35.452112,44.375464,1
35.452112,44.375464,1
35.452112,44.375464,1
35.452112,44.375464,1
35.452112,44.375464,0
35.452112,44.375464,0
35.688611,44.109167,0
35.688611,44.109167,0
31.989581,44.923774,4
34.533753,43.483738,2
34.347345,45.383273,2
34.347345,45.383273,0
33.743239,44.623824,0
33.303567,44.371771,0
33.66969,44.381316,0
33.303567,44.371771,2
36.229574,42.236244,
34.366667,43.816667,2
13.340718,45.297109,5
14.54397,49.124579,
15.325444,44.211895,1
12.849085,45.037275,0
33.303567,44.371771,11
33.303567,44.371771,10
33.303567,44.371771,
13.219397,45.307839,4
15.411051,48.060789,1
34.057113,44.218291,4
13.219397,45.307839,46
14.75463,46.516262,0
13.219397,45.307839,1
34.950795,43.494542,8
14.54397,49.124579,2
16.931354,49.365315,3
34.726267,44.584907,6
34.726267,44.584907,8
34.726267,44.584907,0
33.743239,44.623824,3
13.219397,45.307839,1
13.3576,45.696479,2
33.548307,44.415735,6
35.137008,44.446641,3
35.137008,44.446641,3
33.303567,44.371771,14
33.303567,44.371771,13
33.303567,44.371771,16
33.64997,44.261544,10
32.533286,45.829453,7
35.452112,44.375464,1
35.452112,44.375464,1
35.452112,44.375464,0
33.457222,44.086389,4
33.457222,44.086389,0
33.743239,44.623824,4
13.702664,44.733569,0
12.849085,45.037275,14
13.92891,46.079328,2
14.75463,46.516262,0
13.063399,44.880882,0
13.063399,44.880882,0
12.714722,44.207778,0
15.325444,44.211895,1
34.881348,44.62513,2
33.835628,44.247406,6
33.835628,44.247406,5
33.457222,44.086389,1
33.743239,44.623824,0
33.743239,44.623824,0
33.743239,44.623824,0
34.950795,43.494542,0
31.848218,47.145201,14
33.303567,44.371771,13
33.303567,44.371771,5
33.303567,44.371771,4
33.303567,44.371771,3
33.303567,44.371771,7
35.452112,44.375464,9
35.452112,44.375464,3
35.290356,44.007872,7
35.272077,43.915044,0
35.326122,43.78081,0
33.540671,44.251268,1
33.540671,44.251268,0
33.540671,44.251268,0
33.743239,44.623824,0
33.743239,44.623824,1
33.743239,44.623824,0
33.743239,44.623824,0
33.743239,44.623824,0
33.349159,43.784197,1
31.044371,46.261451,1
31.044371,46.261451,2
34.881348,44.62513,1
30.510054,47.778094,3
36.376825,42.448876,2
34.208416,43.890713,2
36.354146,43.143571,2
36.354146,43.143571,0
36.354164,43.381776,0
33.31065,44.038206,5
34.023572,44.031361,0
34.881348,44.62513,0
34.881348,44.62513,2
33.37576,44.702866,1
33.057992,44.354838,0
33.548307,44.415735,2
15.325444,44.211895,12
13.129727,45.385572,2
13.3576,45.696479,0
12.849085,45.037275,0
14.54397,49.124579,3
14.54397,49.124579,1
13.129727,45.385572,2
12.849085,45.037275,1
15.325444,44.211895,1
14.754606,46.51627,0
13.148959,44.85055,7
15.840202,48.454379,3
34.621521,43.668375,13
13.887403,45.863649,3
33.100528,44.584493,3
33.540671,44.251268,2
33.540671,44.251268,2
33.540671,44.251268,2
33.540671,44.251268,2
33.303567,44.371771,2
32.533286,45.829453,6
33.571807,44.536067,1
34.274032,44.542537,1
33.743239,44.623824,0
33.303567,44.371771,2
36.354146,43.143571,1
35.993532,43.21973,0
33.693946,45.067425,2
15.325444,44.211895,0
13.148959,44.85055,2
13.206995,44.758297,0
14.54397,49.124579,4
15.45639,45.324871,3
15.325444,44.211895,1
16.930414,49.365315,0
14.75463,46.516262,0
15.325444,44.211895,1
13.92892,46.079399,4
36.767596,3.7029,2
13.3576,45.696479,22
13.148959,44.85055,0
13.803955,44.777243,1
14.719534,44.247902,2
33.540671,44.251268,5
33.303567,44.371771,23
33.303567,44.371771,7
33.303567,44.371771,8
33.953165,44.921904,1
33.953165,44.921904,1
36.354146,43.143571,3
36.354146,43.143571,2
36.354146,43.143571,0
34.881348,44.62513,0
33.303567,44.371771,0
36.354146,43.143571,0
33.303567,44.371771,1
33.303567,44.371771,10
33.303567,44.371771,
33.303567,44.371771,
33.100528,44.584493,1
33.100528,44.584493,1
15.515888,45.449806,0
15.940011,48.789753,1
17.489234,47.104438,2
33.540671,44.251268,29
14.75463,46.516262,0
13.887403,45.863649,0
12.849085,45.037275,0
35.452112,44.375464,5
13.129727,45.385572,5
16,48.5,0
15.325444,44.211895,3
12.849085,45.037275,0
15.325444,44.211895,2
16,48.5,1
13.063399,44.880882,0
13.063399,44.880882,0
15.516118,45.459809,8
14.75463,46.516262,0
15.325444,44.211895,0
14.54397,49.124579,1
33.303567,44.371771,0
16.04081,48.342746,0
15.19,46.733611,0
14.769764,49.374266,1
15.325444,44.211895,0
14.54397,49.124579,1
32.777344,44.289352,3
32.777344,44.289352,2
32.777344,44.289352,2
32.469239,44.416638,2
33.303567,44.371771,5
32.982932,44.361597,0
32.469239,44.416638,1
33.743239,44.623824,1
33.773349,45.14945,4
35.452112,44.375464,5
34.881348,44.62513,0
33.848619,44.522125,2
35.452112,44.375464,4
35.452112,44.375464,2
33.303567,44.371771,0
33.693946,45.067425,0
34.208416,43.890713,1
36.354146,43.143571,3
33.303567,44.371771,0
14.798176,45.717361,0
