latitude,longitude,Attacktype,Weapontype,Deaths
14.550455,44.397706,Assassination,Firearms,1
14.54397,49.124579,Bombing/Explosion,Explosives,0
13.139245,44.920768,Armed Assault,Firearms,1
15.914915,48.650744,Unknown,Unknown,3
15.840202,48.454379,Bombing/Explosion,Explosives,15
14.739842,46.517463,Bombing/Explosion,Explosives,4
14.326655,47.447214,Bombing/Explosion,Explosives,6
14.326655,47.447214,Armed Assault,Firearms,2
19.464848,0.856393,Bombing/Explosion,Explosives,0
19.464848,0.856393,Bombing/Explosion,Explosives,0
15.840202,48.454379,Hostage Taking (Kidnapping),Firearms,3
13.985013,45.558478,Armed Assault,Firearms,2
15.840202,48.454379,Bombing/Explosion,Explosives,9
13.063399,44.880882,Assassination,Firearms,0
13.063399,44.880882,Assassination,Firearms,1
13.063399,44.880882,Assassination,Unknown,1
14.54397,49.124579,Armed Assault,Firearms,1
14.781294,42.972851,Assassination,Melee,1
19.80387,1.141119,Bombing/Explosion,Explosives,2
15.78285,-4.700215,Hostage Taking (Kidnapping),Firearms,1
24.891116,67.143312,Armed Assault,Firearms,1
14.080272,44.685976,Assassination,Firearms,1
14.087952,44.672423,Assassination,Firearms,5
16.950972,43.748249,Unknown,Unknown,4
14.264205,47.584663,Unknown,Unknown,2
15.325444,44.211895,Bombing/Explosion,Explosives,0
15.8275,44.793889,Bombing/Explosion,Explosives,16
15.325444,44.211895,Bombing/Explosion,Explosives,0
14.299835,45.219672,Hostage Taking (Kidnapping),Explosives,0
13.634341,46.056321,Unknown,Unknown,0
15.617298,46.011052,Unknown,Unknown,0
13.985013,45.558478,Bombing/Explosion,Explosives,10
13.985013,45.558478,Armed Assault,Explosives,6
13.985013,45.558478,Armed Assault,Explosives,6
13.985013,45.558478,Unknown,Unknown,6
13.985013,45.558478,Unknown,Unknown,5
16.133333,47.233333,Bombing/Explosion,Explosives,13
14.54397,49.124579,Bombing/Explosion,Explosives,21
15.325444,44.211895,Bombing/Explosion,Explosives,46
15.914915,48.650744,Bombing/Explosion,Explosives,2
14.762731,49.605729,Armed Assault,Firearms,1
15.325444,44.211895,Assassination,Firearms,1
14.358866,45.449806,Bombing/Explosion,Explosives,0
14.358866,45.449806,Bombing/Explosion,Explosives,0
14.358866,45.449806,Bombing/Explosion,Explosives,0
14.358866,45.449806,Bombing/Explosion,Explosives,0
13.966953,44.002257,Bombing/Explosion,Explosives,0
13.966953,44.002257,Armed Assault,Firearms,2
13.966953,44.002257,Facility/Infrastructure Attack,Incendiary,2
13.966953,44.002257,Facility/Infrastructure Attack,Incendiary,1
13.521941,46.711571,Bombing/Explosion,Explosives,3
13.063399,44.880882,Assassination,Explosives,4
14.413989,44.837419,Hostage Taking (Kidnapping),Explosives,11
16.930413,49.365316,Unknown,Unknown,0
13.966953,44.002257,Unknown,Unknown,1
13.966953,44.002257,Armed Assault,Incendiary,0
13.949126,43.991414,Armed Assault,Firearms,2
14.75463,46.516262,Bombing/Explosion,Explosives,3
14.722234,47.042761,Unknown,Unknown,0
15.156833,45.925386,Unknown,Unknown,0
13.133196,44.839911,Armed Assault,Firearms,1
14.062118,46.914975,Armed Assault,Firearms,1
14.030833,43.627778,Hostage Taking (Kidnapping),Firearms,16
15.325444,44.211895,Bombing/Explosion,Explosives,0
14.383333,43.666667,Unknown,Unknown,0
15.840556,48.455556,Bombing/Explosion,Explosives,3
13.148959,44.850549,Hostage Taking (Kidnapping),Unknown,0
14.326655,47.447214,Armed Assault,Explosives,5
15.931111,48.748056,Bombing/Explosion,Explosives,3
14.061619,46.914966,Bombing/Explosion,Explosives,4
14.061619,46.914966,Bombing/Explosion,Explosives,0
14.088611,45.425833,Hostage Taking (Kidnapping),Firearms,0
15.325444,44.211895,Assassination,Explosives,4
13.586484,44.024105,Armed Assault,Firearms,1
15.504667,45.460956,Unknown,Unknown,2
13.063399,44.880882,Armed Assault,Firearms,1
14.762731,49.605729,Armed Assault,Explosives,2
15.325444,44.211895,Bombing/Explosion,Explosives,0
15.325444,44.211895,Bombing/Explosion,Explosives,0
15.325444,44.211895,Bombing/Explosion,Explosives,0
15.325444,44.211895,Bombing/Explosion,Explosives,0
15.325444,44.211895,Bombing/Explosion,Explosives,0
15.325444,44.211895,Bombing/Explosion,Explosives,0
15.940011,48.789753,Bombing/Explosion,Explosives,7
13.05,44.883333,Bombing/Explosion,Explosives,0
15.85,46.083333,Unknown,Unknown,
15.504667,45.460956,Assassination,Explosives,3
14.413989,44.837419,Bombing/Explosion,Explosives,11
14.413989,44.837419,Bombing/Explosion,Explosives,16
15.940011,48.789753,Bombing/Explosion,Explosives,3
14.781294,42.972851,Bombing/Explosion,Explosives,5
14.781294,42.972851,Bombing/Explosion,Explosives,4
15.940011,48.789753,Bombing/Explosion,Explosives,3
13.96452,44.174958,Assassination,Unknown,1
13.966667,44.166667,Assassination,Firearms,0
15.325444,44.211895,Bombing/Explosion,Explosives,0
15.325444,44.211895,Bombing/Explosion,Explosives,0
15.325444,44.211895,Bombing/Explosion,Explosives,0
15.325444,44.211895,Bombing/Explosion,Explosives,1
15.325444,44.211895,Bombing/Explosion,Explosives,0
15.840202,48.454379,Bombing/Explosion,Explosives,2
12.849085,45.037275,Assassination,Explosives,1
13.985013,45.558478,Assassination,Firearms,1
15.840202,48.454379,Assassination,Explosives,0
15.452762,45.31698,Bombing/Explosion,Explosives,2
13.967151,44.165426,Bombing/Explosion,Explosives,50
14.762731,49.605729,Armed Assault,Firearms,1
14.762731,49.605729,Armed Assault,Firearms,0
15.914915,48.650744,Bombing/Explosion,Explosives,4
13.129727,45.385572,Assassination,Explosives,0
13.063399,44.880882,Armed Assault,Firearms,0
14.33,46.872778,Armed Assault,Firearms,1
15.921257,48.636382,Bombing/Explosion,Explosives,0
15.944438,48.788861,Armed Assault,Firearms,1
14.550455,44.397706,Bombing/Explosion,Explosives,4
14.536129,46.833235,Assassination,Firearms,1
14.769764,49.374266,Armed Assault,Firearms,0
15.279024,-5.551389,Armed Assault,Firearms,11
15.325444,44.211895,Assassination,Explosives,0
14.0475,45.381111,Assassination,Firearms,5
48.856642,2.34233,Hostage Taking (Barricade Incident),Firearms,12
15.325444,44.211895,Bombing/Explosion,Explosives,38
14.54397,49.124579,Bombing/Explosion,Explosives,0
24.891116,67.143312,Bombing/Explosion,Explosives,0
15.325444,44.211895,Assassination,Firearms,2
15.940011,48.789753,Bombing/Explosion,Explosives,0
13.978889,44.1525,Assassination,Firearms,1
14.794989,44.294665,Assassination,Firearms,1
13.762068,44.140318,Bombing/Explosion,Explosives,
15.841379,48.45814,Assassination,Explosives,5
14.061641,46.914921,Armed Assault,Firearms,3
13.3576,45.696479,Unknown,Unknown,1
14.54397,49.124579,Bombing/Explosion,Explosives,1
14.413989,44.837419,Assassination,Explosives,7
13.063399,44.880882,Bombing/Explosion,Explosives,0
13.063399,44.880882,Armed Assault,Firearms,1
15.450333,45.019821,Facility/Infrastructure Attack,Unknown,0
13.634342,46.056321,Armed Assault,Firearms,0
13.985013,45.558478,Unknown,Unknown,2
13.985013,45.558478,Unknown,Unknown,0
13.985013,45.558478,Assassination,Firearms,0
13.985013,45.558478,Unknown,Unknown,5
15.840202,48.454379,Bombing/Explosion,Explosives,0
13.966641,44.166748,Assassination,Firearms,1
14.326655,47.447214,Unknown,Unknown,2
14.299835,45.219672,Bombing/Explosion,Explosives,6
16.909167,43.262222,Assassination,Explosives,0
15.325444,44.211895,Bombing/Explosion,Explosives,0
15.914915,48.650744,Bombing/Explosion,Explosives,0
14.797532,45.719031,Hostage Taking (Barricade Incident),Explosives,8
15.940011,48.789753,Bombing/Explosion,Explosives,0
13.063399,44.880882,Assassination,Firearms,1
15.914915,48.650744,Bombing/Explosion,Explosives,0
15.940011,48.789753,Bombing/Explosion,Explosives,0
16.133333,47.233333,Armed Assault,Firearms,0
13.063399,44.880882,Armed Assault,Firearms,2
15.940011,48.789753,Bombing/Explosion,Explosives,0
14.54397,49.124579,Assassination,Firearms,2
12.849085,45.037275,Assassination,Firearms,1
15.916585,48.73332,Assassination,Explosives,0
13.985013,45.558478,Bombing/Explosion,Explosives,0
13.063399,44.880882,Assassination,Firearms,1
12.849085,45.037275,Armed Assault,Firearms,1
13.063399,44.880882,Armed Assault,Firearms,4
13.063399,44.880882,Unknown,Unknown,0
15.840202,48.454379,Bombing/Explosion,Explosives,3
13.978683,45.429204,Bombing/Explosion,Explosives,8
13.978683,45.429204,Bombing/Explosion,Explosives,9
14.54397,49.124579,Bombing/Explosion,Explosives,0
18.442702,1.411332,Bombing/Explosion,Explosives,3
15.45639,45.324871,Armed Assault,Explosives,9
13.985013,45.558478,Bombing/Explosion,Explosives,2
14.062118,46.914975,Armed Assault,Firearms,4
14.062118,46.914975,Unknown,Unknown,0
15.959517,48.331755,Armed Assault,Firearms,1
12.849085,45.037275,Assassination,Firearms,1
12.849085,45.037275,Bombing/Explosion,Explosives,0
13.985013,45.558478,Assassination,Explosives,1
13.883654,45.866632,Bombing/Explosion,Explosives,0
13.970702,44.169548,Bombing/Explosion,Explosives,0
15.325444,44.211895,Assassination,Firearms,1
14.413989,44.837419,Assassination,Firearms,1
14.413989,44.837419,Unknown,Unknown,
15.99449,48.847664,Unknown,Unknown,1
12.849085,45.037275,Unknown,Unknown,0
12.849085,45.037275,Unknown,Unknown,0
14.54397,49.124579,Armed Assault,Firearms,7
14.54397,49.124579,Unknown,Unknown,5
14.54397,49.124579,Unknown,Unknown,0
14.54397,49.124579,Unknown,Unknown,0
14.54397,49.124579,Unknown,Unknown,0
14.54397,49.124579,Facility/Infrastructure Attack,Incendiary,0
15.840202,48.454379,Bombing/Explosion,Explosives,0
14.54397,49.124579,Armed Assault,Firearms,1
16.88653,48.019128,Unknown,Unknown,2
14.54397,49.124579,Unknown,Unknown,0
13.962564,45.467466,Bombing/Explosion,Explosives,15
13.887403,45.863649,Armed Assault,Firearms,8
14.121175,44.421129,Unknown,Unknown,0
14.474748,49.034291,Hostage Taking (Kidnapping),Unknown,
13.063399,44.880882,Bombing/Explosion,Explosives,15
15.305307,43.01949,Armed Assault,Firearms,1
13.634341,46.056321,Bombing/Explosion,Explosives,1
12.849085,45.037275,Bombing/Explosion,Explosives,20
14.54397,49.124579,Hostage Taking (Kidnapping),Unknown,
15.325444,44.211895,Armed Assault,Firearms,1
14.54397,49.124579,Hostage Taking (Barricade Incident),Firearms,0
14.801955,42.951214,Armed Assault,Firearms,1
35.628774,5.909275,Armed Assault,Firearms,4
24.897778,91.871389,Assassination,Melee,1
14.54397,49.124579,Hostage Taking (Kidnapping),Unknown,
16.835608,-2.524205,Bombing/Explosion,Explosives,0
18.865124,-2.955818,Bombing/Explosion,Explosives,0
13.3576,45.696479,Bombing/Explosion,Explosives,12
13.3576,45.696479,Bombing/Explosion,Explosives,8
16.277076,-0.04655,Bombing/Explosion,Explosives,0
35.561022,6.173912,Assassination,Explosives,1
13.3576,45.696479,Bombing/Explosion,Explosives,15
14.515319,44.852594,Bombing/Explosion,Explosives,25
14.54397,49.124579,Hostage Taking (Kidnapping),Firearms,2
15.503955,45.409098,Armed Assault,Firearms,0
13.148959,44.85055,Bombing/Explosion,Explosives,
16.934858,47.015416,Unknown,Unknown,0
13.586484,44.024105,Unknown,Unknown,0
16.417521,-3.665071,Armed Assault,Firearms,6
36.381655,3.893216,Armed Assault,Firearms,0
36.072919,1.988153,Bombing/Explosion,Explosives,10
35.504722,6.077778,Unknown,Unknown,0
16.930414,49.365314,Bombing/Explosion,Explosives,8
14.54397,49.124579,Hostage Taking (Kidnapping),Melee,0
13.985013,45.558478,Bombing/Explosion,Explosives,1
15.279024,-5.551389,Bombing/Explosion,Explosives,2
16.878179,-1.921038,Armed Assault,Firearms,11
13.057842,44.883283,Bombing/Explosion,Explosives,0
12.834629,44.921983,Facility/Infrastructure Attack,Unknown,0
23.791275,90.418202,Assassination,Melee,1
12.849085,45.037275,Assassination,Firearms,0
12.849085,45.037275,Assassination,Explosives,4
12.849085,45.037275,Bombing/Explosion,Explosives,0
14.54397,49.124579,Bombing/Explosion,Explosives,0
14.54397,49.124579,Bombing/Explosion,Explosives,0
12.849085,45.037275,Hostage Taking (Kidnapping),Firearms,1
14.356796,45.022288,Unknown,Unknown,0
12.86714,44.983957,Assassination,Firearms,1
12.849085,45.037275,Assassination,Firearms,1
12.849085,45.037275,Armed Assault,Firearms,1
14.158611,45.472778,Bombing/Explosion,Explosives,9
13.972093,44.162534,Bombing/Explosion,Explosives,0
14.54397,49.124579,Hostage Taking (Kidnapping),Unknown,
13.129727,45.385572,Unknown,Unknown,0
14.781294,42.972851,Bombing/Explosion,Explosives,12
16.930414,49.365315,Armed Assault,Firearms,3
14.54397,49.124579,Armed Assault,Firearms,0
12.849085,45.037275,Hostage Taking (Kidnapping),Firearms,0
12.849085,45.037275,Armed Assault,Firearms,0
23.791275,90.418202,Assassination,Melee,1
23.791275,90.418202,Assassination,Firearms,0
16.906525,1.521423,Hostage Taking (Barricade Incident),Unknown,0
18.439023,1.408364,Hostage Taking (Barricade Incident),Unknown,0
13.219397,45.307839,Hostage Taking (Kidnapping),Explosives,12
13.129727,45.385572,Unknown,Unknown,
12.86714,44.983957,Assassination,Firearms,4
12.849085,45.037275,Assassination,Firearms,1
14.54397,49.124579,Hostage Taking (Kidnapping),Unknown,0
15.771811,48.313383,Unknown,Unknown,0
12.86714,44.983957,Assassination,Firearms,1
15.515888,45.449807,Facility/Infrastructure Attack,Firearms,0
13.659076,46.030868,Armed Assault,Firearms,3
12.849085,45.037275,Assassination,Unknown,1
14.54397,49.124579,Hostage Taking (Kidnapping),Firearms,1
12.828622,44.796322,Armed Assault,Firearms,0
16.757752,-2.999362,Hostage Taking (Kidnapping),Firearms,
15.723243,42.997228,Armed Assault,Firearms,0
24.891116,67.143312,Bombing/Explosion,Explosives,1
12.37368,-1.53698,Hostage Taking (Barricade Incident),Explosives,13
12.37368,-1.53698,Bombing/Explosion,Explosives,10
14.093442,-1.634078,Hostage Taking (Kidnapping),Unknown,
12.37368,-1.53698,Armed Assault,Firearms,11
12.849085,45.037275,Assassination,Explosives,7
12.86714,44.983957,Assassination,Firearms,1
16.930414,49.365315,Bombing/Explosion,Explosives,4
14.35652,45.430313,Bombing/Explosion,Explosives,4
13.063399,44.880882,Bombing/Explosion,Explosives,0
13.063399,44.880882,Bombing/Explosion,Explosives,0
14.54397,49.124579,Hostage Taking (Kidnapping),Other,1
16.757752,-2.999362,Bombing/Explosion,Explosives,0
16.712845,-2.980674,Armed Assault,Firearms,0
13.129727,45.385572,Bombing/Explosion,Explosives,0
13.3576,45.696479,Bombing/Explosion,Explosives,0
24.891116,67.143312,Bombing/Explosion,Explosives,0
12.849085,45.037275,Assassination,Firearms,3
16.636488,-3.300286,Armed Assault,Firearms,3
12.914286,45.010881,Armed Assault,Explosives,5
13.063399,44.880882,Bombing/Explosion,Explosives,3
12.86714,44.983957,Assassination,Firearms,4
15.927823,48.605691,Armed Assault,Firearms,0
13.520237,46.712001,Hostage Taking (Kidnapping),Firearms,3
12.86714,44.983957,Assassination,Firearms,2
14.54397,49.124579,Hostage Taking (Kidnapping),Firearms,
13.063399,44.880882,Bombing/Explosion,Explosives,0
13.063399,44.880882,Bombing/Explosion,Explosives,0
14.54397,49.124579,Hostage Taking (Kidnapping),Unknown,
12.86714,44.983957,Bombing/Explosion,Explosives,5
12.86714,44.983957,Assassination,Firearms,2
13.119546,45.350285,Hostage Taking (Kidnapping),Firearms,
12.86714,44.983957,Armed Assault,Firearms,17
5.19519,-3.738486,Armed Assault,Explosives,22
24.891116,67.143312,Bombing/Explosion,Explosives,0
24.891116,67.143312,Bombing/Explosion,Explosives,0
14.613328,0.272783,Armed Assault,Firearms,3
16.902582,49.36381,Hostage Taking (Kidnapping),Firearms,3
29.088528,2.212674,Bombing/Explosion,Explosives,0
13.063399,44.880882,Bombing/Explosion,Explosives,0
12.634799,-8.021373,Armed Assault,Firearms,1
23.791275,90.418202,Armed Assault,Firearms,1
13.52192,46.711593,Hostage Taking (Kidnapping),Firearms,19
13.129727,45.385572,Bombing/Explosion,Explosives,7
23.791275,90.418202,Assassination,Melee,2
13.063399,44.880882,Armed Assault,Explosives,0
14.451214,48.214763,Unknown,Unknown,
16.888231,49.074737,Unknown,Unknown,
12.849085,45.037275,Assassination,Explosives,1
12.86714,44.983957,Assassination,Explosives,4
16.902568,49.328913,Assassination,Explosives,9
14.4277,46.15147,Assassination,Firearms,1
16.89297,1.525814,Bombing/Explosion,Explosives,1
16.89297,1.525814,Bombing/Explosion,Explosives,1
14.54397,49.124579,Bombing/Explosion,Explosives,0
24.891116,67.143312,Hostage Taking (Kidnapping),Firearms,0
13.219397,45.307839,Armed Assault,Firearms,0
13.063399,44.880882,Unknown,Unknown,1
13.532532,44.849667,Assassination,Firearms,0
15.914431,2.397368,Armed Assault,Firearms,2
12.832581,45.027071,Bombing/Explosion,Explosives,16
14.450813,-2.244085,Unknown,Unknown,2
12.849085,45.037275,Assassination,Explosives,1
14.54397,49.124579,Bombing/Explosion,Explosives,4
14.54397,49.124579,Bombing/Explosion,Explosives,3
13.129727,45.385572,Assassination,Firearms,1
14.326655,47.447214,Hostage Taking (Kidnapping),Unknown,3
12.99372,44.919444,Unknown,Unknown,0
12.86714,44.983957,Assassination,Explosives,0
13.586484,44.024105,Bombing/Explosion,Explosives,0
16.757752,-2.999362,Assassination,Firearms,1
14.54397,49.124579,Bombing/Explosion,Explosives,0
13.475898,45.005579,Bombing/Explosion,Explosives,7
12.849085,45.037275,Bombing/Explosion,Explosives,0
12.849085,45.037275,Bombing/Explosion,Explosives,0
13.800991,45.88572,Assassination,Firearms,1
13.834537,45.244948,Bombing/Explosion,Explosives,11
13.3576,45.696479,Bombing/Explosion,Explosives,4
13.801155,45.88591,Bombing/Explosion,Explosives,4
14.061665,46.914907,Unknown,Unknown,
13.770527,46.010264,Bombing/Explosion,Explosives,7
13.129727,45.385572,Bombing/Explosion,Explosives,
14.931029,45.503647,Unknown,Unknown,1
13.79912,45.8848,Armed Assault,Firearms,2
12.86714,44.983957,Armed Assault,Firearms,2
13.634341,46.056321,Bombing/Explosion,Explosives,0
13.634341,46.056321,Bombing/Explosion,Explosives,0
24.962055,10.176237,Hostage Taking (Kidnapping),Firearms,0
13.063399,44.880882,Unknown,Unknown,1
14.920519,47.035604,Bombing/Explosion,Explosives,0
16.757752,-2.999362,Armed Assault,Firearms,2
12.86714,44.983957,Armed Assault,Explosives,1
14.54397,49.124579,Bombing/Explosion,Explosives,0
13.129727,45.385572,Armed Assault,Firearms,5
13.879274,45.869519,Unknown,Unknown,
13.634341,46.056321,Hostage Taking (Kidnapping),Firearms,1
13.879274,45.869519,Bombing/Explosion,Explosives,0
14.54397,49.124579,Bombing/Explosion,Explosives,4
14.360278,47.341944,Bombing/Explosion,Explosives,2
13.79985,45.886147,Bombing/Explosion,Explosives,1
13.819448,45.936384,Bombing/Explosion,Explosives,0
14.061619,46.914966,Armed Assault,Firearms,0
13.887403,45.863649,Assassination,Explosives,0
14.776111,49.366111,Unknown,Unknown,1
13.79985,45.886147,Bombing/Explosion,Explosives,1
16.275654,-0.050084,Bombing/Explosion,Explosives,4
16.757752,-2.999362,Bombing/Explosion,Explosives,0
14.049969,47.854685,Bombing/Explosion,Explosives,0
22.676768,-3.978906,Hostage Taking (Kidnapping),Melee,0
16.803421,-3.559388,Unknown,Unknown,
16.275654,-0.050084,Hostage Taking (Kidnapping),Unknown,
15.914915,48.650744,Assassination,Unknown,2
14.75463,46.516262,Unknown,Unknown,3
13.883333,45.866667,Armed Assault,Firearms,2
24.891116,67.143312,Armed Assault,Firearms,1
24.891116,67.143312,Bombing/Explosion,Explosives,0
24.891116,67.143312,Armed Assault,Firearms,1
13.887403,45.863649,Bombing/Explosion,Explosives,1
13.883333,45.866667,Armed Assault,Firearms,4
16.263981,-0.027987,Bombing/Explosion,Explosives,82
13.887403,45.863649,Assassination,Firearms,4
15.840202,48.454379,Armed Assault,Firearms,1
13.887403,45.863649,Bombing/Explosion,Explosives,6
13.887403,45.863649,Bombing/Explosion,Explosives,0
13.3576,45.696479,Bombing/Explosion,Explosives,0
13.887403,45.863649,Armed Assault,Explosives,23
13.879274,45.869519,Assassination,Firearms,1
14.533909,46.831055,Armed Assault,Firearms,4
14.467003,47.275284,Bombing/Explosion,Explosives,0
13.129727,45.385572,Bombing/Explosion,Explosives,6
13.3576,45.696479,Armed Assault,Firearms,6
16.666667,49.5,Unknown,Unknown,5
14.965331,47.945678,Unknown,Unknown,
13.741654,45.687587,Bombing/Explosion,Explosives,1
17.489364,47.644028,Facility/Infrastructure Attack,Unknown,0
13.063399,44.880882,Bombing/Explosion,Explosives,20
13.475452,46.468833,Assassination,Firearms,0
13.770527,46.010264,Armed Assault,Firearms,1
13.148959,44.85055,Unknown,Unknown,1
15.506945,48.34395,Bombing/Explosion,Explosives,4
13.628164,46.056441,Assassination,Explosives,2
15.141161,48.357219,Bombing/Explosion,Explosives,12
15.840202,48.454379,Armed Assault,Firearms,3
13.633352,46.056552,Hostage Taking (Kidnapping),Firearms,
12.849085,45.037275,Armed Assault,Firearms,3
14.537065,46.833113,Armed Assault,Firearms,5
13.996908,48.184603,Bombing/Explosion,Explosives,9
14.998608,47.863247,Armed Assault,Firearms,3
13.832776,45.860162,Assassination,Firearms,1
13.519865,46.711736,Armed Assault,Explosives,3
14.0375,47.8381,Hostage Taking (Kidnapping),Explosives,6
13.994633,46.598641,Bombing/Explosion,Explosives,0
13.3576,45.696479,Bombing/Explosion,Explosives,0
13.764453,45.808896,Bombing/Explosion,Explosives,4
13.850661,44.70184,Bombing/Explosion,Explosives,9
13.887403,45.863649,Assassination,Firearms,1
13.887403,45.863649,Assassination,Explosives,0
13.657935,45.84272,Assassination,Firearms,1
15.104359,48.330005,Armed Assault,Firearms,1
15.914915,48.650744,Armed Assault,Firearms,3
15.940011,48.789753,Armed Assault,Firearms,2
13.866199,45.221763,Armed Assault,Firearms,0
15.940011,48.789753,Bombing/Explosion,Explosives,0
13.887227,46.237402,Bombing/Explosion,Explosives,1
13.3576,45.696479,Assassination,Explosives,5
13.933373,46.083331,Bombing/Explosion,Explosives,9
14.4296,46.151047,Assassination,Firearms,0
15.840202,48.454379,Assassination,Firearms,1
14.002145,46.722083,Assassination,Explosives,0
14.529338,46.830488,Armed Assault,Firearms,5
14.2764,46.8692,Bombing/Explosion,Explosives,4
15.059662,48.370721,Bombing/Explosion,Explosives,4
14.543159,46.835622,Bombing/Explosion,Explosives,13
16.533297,1.681982,Hostage Taking (Kidnapping),Firearms,5
12.86714,44.983957,Armed Assault,Firearms,1
34.486647,7.521071,Bombing/Explosion,Explosives,5
14.00556,46.685825,Bombing/Explosion,Explosives,3
14.670368,48.847252,Unknown,Unknown,6
14.349534,46.762391,Unknown,Unknown,
16.054574,48.998339,Assassination,Firearms,1
13.892441,46.14831,Bombing/Explosion,Explosives,3
13.826605,44.690594,Bombing/Explosion,Explosives,3
14.477851,48.208042,Armed Assault,Firearms,14
13.760449,46.009397,Bombing/Explosion,Explosives,4
14.275623,46.85818,Bombing/Explosion,Explosives,
13.664379,46.781556,Bombing/Explosion,Explosives,0
13.965535,46.690197,Armed Assault,Explosives,
13.897943,46.140813,Bombing/Explosion,Explosives,0
13.585136,46.684787,Armed Assault,Explosives,5
12.829612,44.872082,Assassination,Firearms,0
13.779512,45.760884,Hostage Taking (Kidnapping),Firearms,2
13.826605,44.690594,Assassination,Explosives,4
15.914915,48.650744,Bombing/Explosion,Explosives,2
12.86714,44.983957,Assassination,Firearms,1
13.892716,46.149005,Armed Assault,Firearms,4
14.762731,49.605729,Bombing/Explosion,Explosives,0
14.762731,49.605729,Bombing/Explosion,Explosives,2
13.92152,46.153901,Armed Assault,Explosives,2
14.064557,46.682809,Bombing/Explosion,Explosives,2
14.11204,45.459748,Hostage Taking (Kidnapping),Unknown,
15.914915,48.650744,Bombing/Explosion,Explosives,0
14.062118,46.914975,Bombing/Explosion,Explosives,3
15.921257,48.636382,Bombing/Explosion,Explosives,0
13.999779,46.831379,Assassination,Explosives,0
15.940011,48.789753,Bombing/Explosion,Explosives,4
15.849725,48.518898,Bombing/Explosion,Explosives,6
12.86714,44.983957,Bombing/Explosion,Explosives,1
15.919684,47.292618,Armed Assault,Firearms,1
14.396411,45.718932,Assassination,Firearms,1
14.062118,46.914975,Bombing/Explosion,Explosives,3
16.009841,48.298366,Armed Assault,Firearms,1
15.923056,48.214444,Bombing/Explosion,Explosives,3
13.968109,46.742317,Bombing/Explosion,Explosives,1
14.028576,45.560004,Bombing/Explosion,Explosives,1
13.932402,46.080168,Armed Assault,Explosives,5
13.993299,46.830646,Armed Assault,Explosives,19
14.019246,46.698068,Armed Assault,Firearms,
13.845801,45.995547,Bombing/Explosion,Explosives,0
13.720259,46.016158,Armed Assault,Firearms,1
14.676598,-1.95135,Hostage Taking (Kidnapping),Firearms,26
24.684588,46.70267,Armed Assault,Melee,0
13.913294,46.199272,Assassination,Unknown,0
13.521905,46.711415,Armed Assault,Firearms,0
30.355674,-87.288334,Armed Assault,Firearms,4
